date,aggregated_news,news_count,sentiment_score
2020-09-29,bbca akuisisi rabobank kinerja sahamnya rugi tahun ini [SEP] bca resmi caplok bank interim alias rabobank rp 643 m,2,0.0002486109733581543
2020-10-02,dirut planet properindo yang penuh perhitungan dalam berinvestasi,1,0.07416531443595886
2020-10-06,investasi saham bbca masih menarik,1,-0.029525786638259888
2020-10-12,merger dengan bank interim bca syariah siap stock split,1,0.12156915664672852
2020-10-13,nasib perusahaan milik konglomerat budi hartono bos djarum orang terkaya nomor 1,1,0.020147234201431274
2020-10-14,mengenal istilah merger yang kini tengah ramai dibicarakan terhadap bank syariah,1,0.04356434941291809
2020-10-16,saham top gainers dan top losers apa maksudnya,1,0.0700555145740509
2020-10-19,rekomendasi mnc sekuritas cermati saham berikut di awal pekan,1,0.013018399477005005
2020-10-27,daftar perusahaan terafiliasi orang terkaya di indonesia [SEP] faktor pendukung dan penghambat pertumbuhahan bca [SEP] buruan tarik dana di xl tunai sebelum 1 november ini caranya,3,0.24489045143127441
2020-11-05,saham apa yang diharapkan stock split,1,0.05806037783622742
2020-11-11,kekayaan budi hartono di bca capai rp 2257 triliun,1,0.01576155424118042
2020-11-13,ini bocoran 10 saham pilihan morgan stanley ada bbribbca,1,-0.00744357705116272
2020-11-16,bbca rajin akuisisi bank kenapa,1,0.08841638267040253
2020-11-18,10 saham nonbank ini bikin asing ngiler cekidot gaes,1,0.030442357063293457
2020-11-20,harga saham bbca tertinggi sejak 13 februari 2020 cermati per dan pbv bbca,1,0.05646544694900513
2020-11-23,bos bca jual 1000 lot saham senilai rp325 miliar [SEP] sentuh harga rp 32500 jahja setiaatmadja jual saham bca [SEP] terbukti 5 saham ini cuan dalam jangka panjang,3,0.04115375876426697
2020-12-01,banyak saham murah setelah dihajar habishabisan mari cek,1,0.07174316048622131
2020-12-02,perhatian bca bagi dividen interim rp 98 per saham,1,0.013595163822174072
2020-12-04,bca minta maaf soal layar atm yang viral di media sosial,1,-0.01391834020614624
2020-12-09,berkah covid saham bri bikin cuan 100 dalam hitungan bulan,1,0.010792165994644165
2020-12-10,laba 3 emiten big caps ini selalu naik dalam 10 tahun terakhir,1,0.03313067555427551
2020-12-15,resmi ojk beri restu merger bank interim dengan bca syariah,1,0.08000320196151733
2020-12-23,perdagangan saham sesi i senin ihsg ditutup turun di bawah 4500 [SEP] ihsg masih akan tertekan pilih sebelas saham ini [SEP] ihsg terus tertekan pilih delapan saham ini,3,-0.014738112688064575
2021-01-04,10 saham nilai transaksi paling jumbo di 2020 semua cuan,1,0.022857367992401123
2021-01-07,komposisi kapitalisasi pasar terbesar di bei 20102020 [SEP] nilai restrukturisasi kredit tinggi bagaimana saham bank 2021,2,0.05548065900802612
2021-01-12,saham bca ngamuk  rekor tertinggi bagaimana valuasinya,1,0.09274598956108093
2021-01-21,komposisi kapitalisasi pasar terbesar di bei 20102020,1,0.023890525102615356
2021-01-26,ihsg merosot di sesi i asing lepas saham bbca dan bbri,1,0.026586085557937622
2021-01-27,daftar terbaru buku iv usai permatabank masuk ikuti bri bca bank mandiri,1,0.08329442143440247
2021-02-01,inilah mengapa pinjam uang untuk main saham tidak disarankan [SEP] cihuy ihsg meroket 35 persen tembus 6000 saham bank dan ufoe baru ipo langsung terbang [SEP] inilah mengapa pinjam uang untuk main saham tidak disarankan [SEP] cihuy ihsg meroket 35 persen tembus 6000 saham bank dan ufoe baru ipo langsung terbang,4,0.05344390869140625
2021-02-08,pertama kali dalam sejarah aset bca tembus rp 1076 t [SEP] bca bukukan laba bersih rp 271 triliun sepanjang tahun 2020,2,0.09600764513015747
2021-02-09,melawan corona begini kinerja 3 bank raksasa ri di 2020,1,0.06682860851287842
2021-02-18,kinerja jauh di atas ekspektasi target harga saham bca naik [SEP] saham bank ganesha bolak balik dipompom rumor akuisisi,2,0.09779760241508484
2021-02-24,waspada ya hari ini ihsg rawan begal aksi ambil untung,1,0.036275386810302734
2021-03-04,evening update aksi lepas saham bbca pemodal asing menambah sentimen negatif bagi ihsg,1,0.006749659776687622
2021-03-29,pt bank central asia tbk statistik  idxbbca [SEP] bca bagi dividen rp 530 per saham [SEP] laporan keuangan pt bank central asia tbk  idxbbca [SEP] review pasar modal sepekan ihsg terperosok asing kompak jual saham bank,4,0.0942973792552948
2021-03-30,bank besar bagi dividen sentimen positif atau negatif,1,0.0030753910541534424
2021-03-31,latah margin call menular ke ri sahamsaham bank diobral,1,0.07706600427627563
2021-04-01,meski untung menipis fundamental bank bca masih solid simak rekomendasi saham bbca [SEP] ihsg drop di maret direktur bca tambah saham bbca [SEP] bank central asia bbca revisi pembagian dividen beserta jadwalnya [SEP] meski untung menipis fundamental bank bca masih solid simak rekomendasi saham bbca [SEP] ihsg drop di maret direktur bca tambah saham bbca [SEP] bank central asia bbca revisi pembagian dividen beserta jadwalnya [SEP] bp jamsostek pangkas investasi sahamsaham blue chip jeblok,7,0.006813764572143555
2021-04-06,4 direksi bca ramairamai borong saham perusahaannya total rp 713 miliar  kumparancom,1,0.1480475664138794
2021-04-07,saham bca harga cara beli sejarah [SEP] jadi orang terkaya ri berapa nilai saham duo hartono di bca,2,0.11918780207633972
2021-04-12,duo hartono yang tak tertandingi jadi orang terkaya di indonesia berkat bca,1,0.10779759287834167
2021-04-23,kelas investasi ini bedanya saham konvensional dan syariah  kumparancom,1,0.07119810581207275
2021-04-27,jreeng sahamsaham bank buku iv mulai ngegas lagi,1,0.03649204969406128
2021-05-03,saham blue chip emiten paling diminati di kalangan investor,1,-0.012263208627700806
2021-05-05,seri samsung galaxy s8 tidak akan dapat pembaruan lagi [SEP] wuidih bandar besar rebutan borong 5 saham bank ini,2,-0.019190877676010132
2021-05-19,anomali saham teknologi dan mimpi indonesia saingi as,1,0.021999329328536987
2021-05-27,yuk kenalan lebih akrab dengan indonesia stock exchange [SEP] antm kegeser 10 saham ini paling favorit trading sebulan,2,0.05586439371109009
2021-05-28,sebut sistem perdagangan bei tidak adil mantan dirut siap bentuk bursa baru [SEP] bakrie telecom terancam didepak bursa apa penyebabnya,2,0.043309956789016724
2021-05-31,bank jago salip hm sampoerna  chandra asri sekaligus [SEP] nanda arsyinta menikah mahar saham dan logam mulia jadi sorotan,2,0.07501623034477234
2021-06-07,anthoni salim tak lagi masuk daftar pemegang saham bca ini penjelasan dirut [SEP] terkuak tak ada anthoni salim di pemegang saham bca dijual,2,0.18936681747436523
2021-06-08,anthoni salim tak ada di pemegang saham ini kata bos bca [SEP] lagi hits rekomendasi saham untuk mahar pernikahan sesuai bujet  bisnika,2,-0.008226782083511353
2021-06-15,efek pembobotan free float 30 emiten big cap ini terdampak [SEP] goks naik 11000 saham dcii jadi yang termahal di bursa ri,2,0.07708948850631714
2021-06-16,gembok dibuka saham dcii langsung ara usai melonjak 20 persen ke level 60300,1,0.20436564087867737
2021-06-30,ini dia daftar etf indonesia yang mendunia,1,-0.021812617778778076
2021-07-01,bank bca digital bakal ipo di bursa ini bocoran bos bca [SEP] ppkm mikro darurat berlaku bca ubah jadwal operasional kacab [SEP] bank bca digital bakal ipo di bursa ini bocoran bos bca [SEP] ppkm mikro darurat berlaku bca ubah jadwal operasional kacab,4,0.033215343952178955
2021-07-07,putar otak bos bca beberkan jurus genjot kredit saat pandemi,1,-0.003522634506225586
2021-07-26,buyback saham kabar baik bagi investor,1,0.01618736982345581
2021-07-29,bca cepat pulih dari dampak pandemi,1,0.04269593954086304
2021-07-30,bca akan gelar rupslb untuk stock split saham [SEP] bank bca siap stock split saham 15 [SEP] pengumuman bca putuskan stock split dengan rasio 15,3,0.09105795621871948
2021-08-02,stock split 15 jadi berapa harga saham bca [SEP] bca ungkap rencana stock split pekan lalu harga saham bbca turun pagi ini [SEP] dampak stock split saham bca menurut analis [SEP] bikin kaget ini rasio stock split bca lippo jual link ke xl,4,0.05945712327957153
2021-08-04,dear investor ritel cek dulu nih rekam jejak stock split bca,1,0.058733075857162476
2021-08-20,prospek stock split bbca berdasarkan sejarah dan dampaknya,1,0.06669178605079651
2021-08-25,diamdiam saham bca reli nyaris 10 tinggalkan bank bumn,1,0.06962639093399048
2021-08-30,10 saham paling laris transaksi sepekan emiten bank arto bbca hingga bbkp masuk,1,0.10466250777244568
2021-09-06,ihsg diprediksi menguat di awal pekan berikut sahamsaham yang dicermati,1,0.12524083256721497
2021-09-14,tradingnya ramai banget kenapa saham bank malah nyungsep [SEP] ihsg berpotensi kembali melemah indosurya jagokan saham bbca itmg dan asii,2,0.02932584285736084
2021-09-16,apa iya saham blue chip mahal bikin ritel beli saham receh,1,0.010651558637619019
2021-09-20,umkm kini makin lirik bisnis makanan tradisional  genpico,1,-0.026139646768569946
2021-09-23,pt bca rupslb setujui rencana stock split saham bca,1,0.07669079303741455
2021-09-24,stock split 15 bbca cetak rekor sejarah pecah saham perbankan,1,0.14949369430541992
2021-10-06,stock split pengertian tujuan contoh dan untung ruginya,1,0.06352844834327698
2021-10-07,sah saham bbca siap diperdagangkan dengan harga baru,1,0.0621277391910553
2021-10-12,diborong asing rp 28 m saham bbca naik menuju all time high,1,0.12473595142364502
2021-10-13,saham bbca resmi diperdagangkan dengan harga baru [SEP] rangkuman pasar ihsg merekah saham bbca membawa berkah [SEP] alasan bos bca pecah saham jadi rp 7000an sasar investor pemula [SEP] saham bca resmi dijual dengan harga baru di level rp7000an [SEP] resmi stock split saham bbca sempat tembus all time high [SEP] beli saham bbca 1 lot kini bisa modal rp 750 ribu [SEP] resmi stock split harga saham bca per hari ini jadi rp 7320 per lembar [SEP] saham bbca melejit usai stock split sempat tembus 8250 [SEP] usai stock split saham bbca ngamuk tembus rp 8250saham [SEP] asyik mulai hari ini beli saham bca cuma modal rp 732000 [SEP] ajaib catat serbuan investor ke bbca usai stock split [SEP] siapsiap saham bank bca harga stock split bbca didagangkan mulai 13 oktober 2021 [SEP] setelah stock split ini rekomendasi saham bbca,13,0.1802428662776947
2021-10-14,stock split bca sejarah harga dan cara beli saham bbca [SEP] usai diperdagangkan dengan harga baru saham bbca cocok untuk investasi jangka panjang [SEP] diborong asing rp 178 m saham bbca tembus rekor lagi [SEP] saham bbca menguat harta duo hartono bertambah rp 1525 triliun dalam sehari [SEP] market cap bca menuju rp 1000 triliun [SEP] pascaharga baru stock split ini harta duo hartono di bca [SEP] fenomena bca,7,0.053428322076797485
2021-10-18,cerita bos bca terkait alasan stock split saham bbca [SEP] bca terus perkuat fundamental market cap rp 1000 triliun tinggal menunggu waktu,2,0.0568547248840332
2021-10-25,harga saham bbca hari ini  pt bank central asia tbk bbca,1,0.11118176579475403
2021-10-28,laba bcabribni melejit sinyal ekonomi ri mulai bangkit,1,0.018664151430130005
2021-11-03,rekomendasi saham yang layak dikoleksi di penghujung 2021 [SEP] pertumbuhan bca sesuai harapan,2,0.023563891649246216
2021-11-08,bca bagi dividen interim rp308 t tahun buku 2021,1,0.02761957049369812
2021-11-11,asing buru saham bbri saat indeks menguat di 669134,1,0.03489050269126892
2021-11-12,cara ganti kartu atm bca ke chip gampang buruan  genpico,1,-0.005797892808914185
2021-11-15,kapitalisasi pasar bcaastra melonjak rp 9 t emtek terdepak,1,0.028468847274780273
2021-11-30,total saham umum beredar  total common shares outstanding dari pt bank central asia tbk  idxbbca,1,0.10698315501213074
2021-12-01,profil pt bank central asia tbk [SEP] ihsg rontok asing kabur  obral sahamsaham big cap [SEP] profil pt bank central asia tbk,3,0.03636083006858826
2021-12-06,seperti apa saham bbri hari ini,1,0.02210065722465515
2021-12-07,bca kembali pangkas suku bunga deposito kini jadi 2 persen,1,0.01579117774963379
2021-12-08,2 nasabah ini menikah pakai mahar saham mnc sekuritas investasi baik untuk masa depan,1,-0.009571343660354614
2021-12-13,gimana perkembangan saham bbca sampai hari ini,1,0.07225024700164795
2021-12-15,hartono bersaudara kokoh pimpin daftar orang terkaya ri saham bbca jadi pendorong,1,0.07824906706809998
2021-12-22,kisah sukses timothy ronald investor saham hingga pemilik klub basket ibl termuda di indonesia,1,0.002742856740951538
2021-12-28,topang transaksi digital bca bangun 3 data center sekaligus,1,0.03545072674751282
2022-01-03,syarat  ketentuan atmku awal tahun maksimalkan untungmu,1,-0.0013148486614227295
2022-01-05,meneropong kinerja tangguh bca di 2022 [SEP] ihsg loyo tapi asing borong 5 saham bank big cap,2,0.05495235323905945
2022-01-06,akra mau pecah saham begini lho nasib 4 saham stock split,1,0.02647516131401062
2022-01-07,ihsg sentuh 6700 investor asing beli saham bbca rp 624 miliar,1,-0.02175852656364441
2022-01-17,tips analisis fundamental saham perbankan untuk idxbbca oleh madeivan7,1,0.03391200304031372
2022-01-21,ihsg berbau marking the close apa kabar random closing,1,0.05532202124595642
2022-01-24,menjadi pendorong ihsg harga saham bca tak pernah membuat rugi,1,0.12307673692703247
2022-01-25,menyelenggarakan public expose bca buka perdagangan saham di bursa efek indonesia,1,0.07375398278236389
2022-01-27,bca bbca suntik dana rp 400 m ke bisnis modal ventura,1,0.0194852352142334
2022-02-09,lo kheng hong bca bbca wonderful company  santai saja bisa cuan rp 300 miliar [SEP] raja rokok ri hartono bersaudara kini kaya raya dari bca [SEP] sumber cuan bos djarum konglomerat hartono bersaudara pemilik kekayaan rp617 triliun dari bca hingga perusahaan menara,3,0.13839322328567505
2022-02-10,saham perbankan akan topang ihsg tembus 7000 [SEP] raja bank di ri ada tangan dingin liem sioe liong di bca [SEP] pilih deposito atau dividen bank coba baca ini dulu,3,0.12645429372787476
2022-02-17,astaga bank digital cuma euforia sesaat anak bungsu bca bbca blu jadi galau ipo,1,-0.032334715127944946
2022-02-23,yes saham bbca balik ke rp 8000 bbni  bmri nyusul nih [SEP] limbah kartu bca bbca cardless society itu mimpi kita,2,0.016401201486587524
2022-02-25,saham perbankan diborong investor ihsg hari ini ditutup naik ke level 6888,1,0.1206246018409729
2022-03-03,market cap menuju rp1000 triliun reksadana mana punya saham bbca,1,0.020369112491607666
2022-03-07,mengenal keuntungan  transaksi pasar modal di bca sekuritas,1,0.07020288705825806
2022-03-16,wow saham bbca rekor tertinggi market cap tembus rp 1004 t,1,0.04602500796318054
2022-03-17,bca bagikan dividen rp 145saham atau 569 dari laba 2021,1,0.009632289409637451
2022-03-21,dividen dari bank bca bbca kapan diterima yah yuk dicek,1,-0.002989530563354492
2022-03-23,ini alasan bos bca lego tapi akhirnya borong lagi sahamnya di bca bbca,1,0.016880571842193604
2022-03-24,bos bca jahja setiaatmadja raup bonus saham senilai rp 51 m dividen tunai rp 49 m,1,-0.016056597232818604
2022-03-25,presdir bca borong saham bbca sampai rp 51 miliar ini alasannya [SEP] turun gunung komisarisdireksi bca borong saham bbca rp685 miliar [SEP] intip nih besarnya penerimaan dividen bos bca,3,-0.015374332666397095
2022-04-04,bukan rokok ini yang bikin hartono bersaudara jadi sultan [SEP] baru ipo dcii kalahkan bbca dan ggrm termahal di bei [SEP] 4 rekomendasi saham untuk investasi jangka panjang  kumparancom [SEP] bukan lagi pemegang saham bca anthony salim borong saham dci,4,0.11122310161590576
2022-04-05,benarkah hartono bersaudara bisa jadi crazy rich sungguhan karena bisnis rokok bukan ternyata ini lho penyebabnya [SEP] bukan cuma indomie ini gurita bisnis sultan anthoni salim,2,0.1827022135257721
2022-04-06,free float dari pt bank central asia tbk  idxbbca,1,0.11115005612373352
2022-04-08,intip sahamsaham koleksi orangorang terkaya ri,1,-0.025750398635864258
2022-04-26,kinerja moncer  diborong asing saham bri cetak sejarah ath,1,0.21272723376750946
2022-05-12,saham bank ambruk 3 hari beruntun investor sebaiknya tak beli jangka pendek  kumparancom [SEP] bak petir di siang bolong ihsg anjlok 3 persen ke 6600 saham bca dilego asing rp617 miliar [SEP] unilever unvr masuk 10 besar lagi geser emtek emtk,3,0.034924715757369995
2022-05-13,lagi duet pengurus teras borong 200 ribu saham bank bca bbca rp7725 per lembar [SEP] rebalancing indeks msci ini daftar saham yang masuk dan keluar,2,0.007766157388687134
2022-05-16,ikut berburu frengky bungkus 100 ribu saham bank bca bbca rp7400 per lembar [SEP] gaji direksi bbri bmri bbca hingga bbni,2,0.02164316177368164
2022-05-17,pertumbuhan saham bank swasta  saham bank bumn di indonesia,1,0.12560224533081055
2022-05-19,simak menu saham hari ini beli bbcagoto dan jual aaliarto [SEP] transaksi layanan integrasi goto bertumbuh selama ramadan 2022 ini gambarannya,2,0.02042287588119507
2022-06-02,sahamsaham big cap penekan ihsg emtkbbca masuk daftar,1,0.03846648335456848
2022-06-06,analisis sektor perbankan saham bbca bmri bbri bbni dan saham bank lainnya,1,0.02402329444885254
2022-06-13,ihsg hari ini 13 juni 2022 ditutup koreksi 128,1,0.14577269554138184
2022-06-16,cara beli saham bank bri bbri  7 keuntungannya [SEP] pemilik mobil listrik listrik merapat bca bbca punya spklu di bsd,2,0.13144749402999878
2022-06-21,duo reksadana schroder dana prestasi juara cuan kepoin yuk isi portofolionya,1,-0.06395477056503296
2022-06-27,wah emiten konglomerat ini bagi dividen lebih besar dari bca [SEP] market update perdagangan saham 4 agustus 2017 [SEP] investment outlook 2529 okt siapsiap koreksi sehat ihsg [SEP] penutupan ihsg hari ini 27 september 2019 melemah di 6196889,4,0.03250706195831299
2022-07-01,sampah operasional bank bca bertonton jadi apaan [SEP] gencar salurkan kredit hijau bca incar sektor ini [SEP] sampah operasional bank bca bertonton jadi apaan [SEP] gencar salurkan kredit hijau bca incar sektor ini,4,0.08881470561027527
2022-07-12,cahaya bintang medan gugat bca rp 5483 miliar begini duduk persoalannya,1,0.0419861376285553
2022-07-26,daftar saham lq45 dan idx30 berlaku mulai agustus 2022,1,0.007798582315444946
2022-07-28,bos bca bbca tidak semua nasabah siap pakai layanan digital canggih,1,0.03346455097198486
2022-07-29,lonjakan laba bersih big 4 bank semua naik double digit,1,0.11233624815940857
2022-08-01,viral gangguan mbanking bca manajemen minta maaf jaga selalu kerahasiaan data anda [SEP] netizen protes mbanking bca error manajemen bca bbca minta maaf [SEP] bca buka suara soal mobile banking error siang ini [SEP] netizen protes mbanking bca error manajemen bca bbca minta maaf,4,-0.0029027462005615234
2022-08-03,daftar saham bank indonesia di bei tahun 2022 mana yang layak dipilih,1,0.045389384031295776
2022-08-04,portofolio dwimuria investama andalan towr bca hingga surat utang korporasi,1,0.06330236792564392
2022-08-05,entitas milik hartono bersaudara dwimuria investama asetnya tembus rp 1404 triliun,1,-0.022563129663467407
2022-08-08,simak sejarah dan profil bbca harga dan perjalanan stock split,1,0.08436167240142822
2022-08-09,ihsg hari ini 9 agustus 2022 ditutup menghijau di 16031 poin,1,-0.00488927960395813
2022-08-16,proyeksi bbca  target harga untuk 2027,1,0.0678400993347168
2022-08-17,koreksi vs bear market untuk idxbbca oleh wayaneko,1,0.0938049852848053
2022-08-19,begini cara dapat saham sultan dengan modal cekak,1,-0.04337054491043091
2022-09-08,5 saham terbesar di indonesia berdasarkan kapitalisasi pasar,1,0.006927281618118286
2022-09-15,lo kheng hong yang pegang saham bca bbca dari ipo tinggal tidur saja jadi orang kaya [SEP] sejarah baru bca harga sahamnya tertinggi sepanjang masa [SEP] keren saham bank bca bbca tembus all time high,3,0.12563571333885193
2022-09-16,sah duo hartono pemilik grup djarum dan bbca kini resmi mendekap 5 persen saham towr [SEP] harga saham bca tembus rp 8700 harta duo hartono to the moon [SEP] saham bca pecah rekor harta hartono makin unlimited [SEP] renovasi rumah bos bca jahja setiaatmadja jual saham bbca saat mencetak rekor ath,4,0.17632555961608887
2022-09-19,jahja lego 1 juta saham bank bca bbca rp87258750 per lembar simak alasannya [SEP] bos bca jual 1 juta lembar saham bbca untuk renovasi rumah dan investasi [SEP] bos bca jual saham bbca senilai rp 436 miliar buat renovasi rumah [SEP] bos bca jahja setiaatmadja jual 1juta lembar saham sebagian buat renovasi rumah  kumparancom,4,0.1153523325920105
2022-09-20,bos bca bbca ramairamai jual saham nilainya tembus rp1664 miliar,1,0.00570070743560791
2022-09-22,bni sekuritas ihsg di zona merah cermati saham bbca ptba mdka dan jpfa,1,0.019745171070098877
2022-10-10,profil anthoni salim pemilik indomie yang mau borong saham bumi,1,0.02188575267791748
2022-10-18,satu kongsi grup djarum blibli beli akan sulit tandingi bbca dan towr [SEP] smdr suntik sslog rp535 miliar,2,-0.025163710117340088
2022-10-20,rekomendasi saham dari kiwoom sekuritas hari ini 2010 asii icbp inco dan smgr,1,0.04968816041946411
2022-10-21,artha sekuritas ihsg diprediksi menguat enam saham layak koleksi jelang akhir pekan,1,-0.032394230365753174
2022-10-24,harga saham bank mandiri bmri all time high kapitalisasi pasar lewati tlkm,1,0.05489000678062439
2022-10-25,saham pilihan untuk trading 25 oktober dan target harganya,1,0.07570299506187439
2022-10-26,kisah jahja setiaatmadja tukang rental kaset yang jadi bos bca,1,0.09199011325836182
2022-11-01,mau investasi saham ini emiten yang hobi bagibagi dividen [SEP] mau investasi saham ini emiten yang hobi bagibagi dividen,2,0.029360532760620117
2022-11-07,kredit bbca pada segmen esg berhasil membukukan rp1727 triliun [SEP] 12 saham termahal di indonesia berdasarkan sektor,2,0.08282545208930969
2022-11-10,temukan saham dengan tren strong bullish pakai 2 fitur ini di stockbit,1,0.10432595014572144
2022-11-17,apakah bca stock split di 2020 dengan harga saham yang tembus rp31000,1,0.15158763527870178
2022-11-18,sempat berguguran deretan saham ini berhasil rebound usai market crash,1,0.16479016840457916
