Price,Close,High,Low,Open,Volume
2020-03-16,4604.3876953125,4604.3876953125,4604.3876953125,4604.3876953125,0
2020-03-17,4240.01171875,4558.840724945068,4240.01171875,4550.559452056885,212200000
2020-03-18,4140.63671875,4455.325109375,3946.0267929687498,4240.012,180053500
2020-03-19,3850.7919921875,4136.495914188508,3850.7919921875,4136.495914188508,264419000
2020-03-20,3921.1826171875,4459.465341827811,3581.650437029765,3809.3854359160505,335132000
2020-03-23,3668.604248046875,4140.636848811371,3647.9010638028185,3941.8862800684255,217843500
2020-03-24,3726.572998046875,4136.496027832031,3685.1666314019094,3685.1666314019094,253971000
2020-03-26,4372.51220703125,4467.74684790409,3850.7920005104756,3850.7920005104756,331633000
2020-03-27,4562.98193359375,4881.810979770446,4434.622187730405,4438.762824693738,269683000
2020-03-30,4550.55859375,4600.246221707233,4268.995368659008,4538.136686760691,159964500
2020-03-31,4575.4033203125,4728.606870404412,4542.278228400735,4687.200505514706,182638500
2020-04-01,4538.13818359375,4761.732583150377,4492.59117627666,4604.3883760549725,152831500
2020-04-02,4480.1689453125,4529.85658611079,4438.762577980591,4529.85658611079,136623500
2020-04-03,4550.55859375,4579.54304339172,4442.902066509327,4521.57414410828,110506000
2020-04-06,4749.310546875,4753.451183794682,4550.559974730275,4571.263159328684,78184000
2020-04-07,4683.060546875,5051.577247734306,4620.950990550398,4749.3107402879095,149153500
2020-04-08,4666.4970703125,4687.200251635981,4538.1373461069215,4683.059615371284,106111500
2020-04-09,4633.37255859375,4716.185294225453,4554.700459743633,4637.513195375335,89997000
2020-04-13,4554.70068359375,4649.93533425071,4538.138135653408,4587.825779474431,58043000
2020-04-14,4567.12255859375,4629.232112881064,4509.153641258925,4558.841284688775,95796000
2020-04-15,4542.2783203125,4662.356780922401,4509.153227730458,4567.122139749031,95342000
2020-04-16,4339.38720703125,4571.262859315363,4293.840203904014,4542.278402779849,176990500
2020-04-17,4492.59033203125,4509.15287703413,4372.5118807603685,4389.074425763249,160935500
2020-04-20,4434.62255859375,4554.7010405724795,4413.919372045693,4496.73211823792,90744000
2020-04-21,4347.0078125,4511.284270530523,4347.0078125,4511.284270530523,73431000
2020-04-22,4334.3720703125,4410.191989909803,4250.127715204386,4347.008723578718,107263500
2020-04-23,4313.310546875,4418.615980148315,4313.310546875,4363.857154846191,105419500
2020-04-24,4144.822265625,4330.159846608231,4144.822265625,4313.310975609756,131149500
2020-04-27,4178.51904296875,4229.065644294985,4090.0624906478392,4161.670175860006,151103500
2020-04-28,4069.00146484375,4191.155753125809,4047.9403806571886,4178.519102613872,180488000
2020-04-29,4085.85009765625,4085.85009765625,4043.7279317010307,4064.7890146786403,121161000
2020-04-30,4355.43212890625,4422.827597051801,4111.123556878627,4111.123556878627,174081000
2020-05-04,4397.55419921875,4464.949665873443,4212.216665918343,4338.583165895893,114497500
2020-05-05,4452.3134765625,4498.647864681882,4380.705785832545,4397.554654239593,118643500
2020-05-06,4511.28466796875,4523.921319699755,4464.950278288399,4477.586930019404,86395500
2020-05-08,4418.615234375,4549.193949594853,4338.583118595091,4502.859566774905,123028000
2020-05-11,4460.7373046875,4486.0106038642,4418.615139393,4418.615139393,40615500
2020-05-12,4397.55419921875,4498.6473992007905,4237.489965913853,4498.6473992007905,118660000
2020-05-13,4304.8857421875,4355.432345813968,4283.824657343139,4347.007911876223,94973000
2020-05-14,4144.822265625,4304.886540110518,4132.185612376144,4271.188798113567,131268000
2020-05-15,4031.091064453125,4208.004151921287,3942.634520719044,4144.820906396943,205790000
2020-05-18,4014.242919921875,4081.6383939184648,4001.6062685475144,4043.728439795383,139997500
2020-05-19,3942.634765625,4178.51889690171,3942.634765625,4077.4256977831196,128504500
2020-05-20,4014.242919921875,4043.728439795383,3951.0596630500722,3976.3329657987933,119158000
2020-05-26,4186.943359375,4212.216659330986,4022.6669096610913,4022.6669096610913,176076500
2020-05-27,4182.73095703125,4212.216472337614,4090.0621946398223,4186.943173503588,151753500
2020-05-28,4460.7373046875,4481.79838733475,4212.216529449953,4212.216529449953,229233000
2020-05-29,4372.28076171875,4460.737308921152,4372.28076171875,4460.737308921152,399414000
2020-06-02,4515.49658203125,4633.438656935051,4414.403374970849,4431.252242814249,181369500
2020-06-03,4869.322265625,4869.322265625,4549.193812175606,4557.618245161116,279673500
2020-06-04,4877.74755859375,5046.236248009769,4717.683303648532,4869.323124122949,236158500
2020-06-05,4822.98828125,4932.505919077511,4705.04620974345,4877.747100163756,88157500
2020-06-08,4970.416015625,4991.47710043697,4848.261723715573,4848.261723715573,173557500
2020-06-09,4890.3837890625,5050.448030220446,4881.959355317345,5004.1136446220935,100110000
2020-06-10,4886.17236328125,4940.9311914904365,4713.471443544585,4886.17236328125,115382500
2020-06-11,4785.0791015625,4894.596757056008,4721.895838777784,4844.0501468282355,85187500
2020-06-12,4776.65380859375,4785.078242118607,4616.589571621473,4785.078242118607,96044000
2020-06-15,4633.4384765625,4810.3515820312505,4633.4384765625,4785.07828125,100844500
2020-06-16,4852.4736328125,4881.959149678549,4700.833831787109,4700.833831787109,91518500
2020-06-17,4818.77587890625,4886.1713457441,4785.078145487325,4886.1713457441,79800000
2020-06-18,4705.0458984375,4835.624611822964,4705.0458984375,4818.775745579678,68032000
2020-06-19,4696.62158203125,4759.804832013733,4671.348282038257,4717.682665358745,110071000
2020-06-22,4667.13720703125,4768.230431732288,4658.712771639497,4713.471601685892,51590500
2020-06-23,4734.53076171875,4768.228489560164,4650.2864421152135,4692.408601916982,69954000
2020-06-24,4806.1396484375,4852.474035933392,4751.380826851446,4759.805260941608,57333000
2020-06-25,4822.98828125,4839.837148608079,4751.380594978166,4801.927197052401,51415000
2020-06-26,4755.59375,4852.474756421612,4751.381532329495,4818.7770150575725,57467500
2020-06-29,4780.86669921875,4797.71556864331,4705.046786808232,4751.381177725771,48796500
2020-06-30,4797.71533203125,4835.625286366879,4768.229811992427,4801.927549179653,74474000
2020-07-01,4886.17236328125,4886.17236328125,4780.86692441743,4801.928012190194,63959000
2020-07-02,4945.14208984375,4945.14208984375,4852.4733283645655,4865.109977657182,75585500
2020-07-03,4945.14208984375,4974.627604859855,4919.868791258518,4945.14208984375,52219000
2020-07-06,4999.90087890625,4999.90087890625,4928.293199932867,4936.717632753264,67800000
2020-07-07,5046.23486328125,5050.447079360783,4970.414973849645,5004.112702485914,74168000
2020-07-08,5223.14892578125,5277.907745164441,5037.811383253528,5046.235817004788,106444500
2020-07-09,5138.904296875,5256.846362704918,5079.933263960041,5231.573062884221,93543500
2020-07-10,5223.14892578125,5256.84666078629,5122.0557207661295,5138.90458826865,67224000
2020-07-13,5202.08740234375,5256.846217105263,5172.601886702935,5248.421784065031,86006000
2020-07-14,5223.14892578125,5223.14892578125,5147.32902201991,5202.0878414031,45616500
2020-07-15,5181.02734375,5256.847256097561,5181.02734375,5223.149517276423,61468000
2020-07-16,5206.2998046875,5223.148671369337,5172.602071323827,5181.0265046647455,66520500
2020-07-17,5155.75390625,5206.30051317402,5088.358430351307,5168.390557981005,73348000
2020-07-20,5172.6025390625,5189.451407267916,5105.207066240839,5155.753670857085,59794500
2020-07-21,5223.14892578125,5252.634443910661,5138.90458826865,5138.90458826865,84159500
2020-07-22,5206.2998046875,5265.270838073928,5164.177637982909,5231.5731047102545,44725500
2020-07-23,5223.14892578125,5235.7855764081405,5172.60232327369,5206.30005827873,84026500
2020-07-24,5138.904296875,5223.148629610656,5138.904296875,5223.148629610656,58366500
2020-07-27,5138.904296875,5172.602029969262,5054.659964139344,5138.904296875,41972500
2020-07-28,5210.51171875,5223.148368027486,5105.206308104284,5155.752905214228,65279000
2020-07-29,5168.39013671875,5210.512305722163,5138.904618416361,5210.512305722163,50262500
2020-07-30,5256.84619140625,5256.84619140625,5100.9941809238535,5168.389644916241,80533500
2020-08-03,5164.17822265625,5252.634782750689,4907.232976667644,5239.9981313086255,137079000
2020-08-04,5231.57373046875,5239.998164817331,5164.178255680103,5185.239341551555,79357000
2020-08-05,5227.36083984375,5239.997489738618,5138.904290579674,5223.148623212127,49393000
2020-08-06,5273.69580078125,5303.18132043418,5210.512544382113,5235.785846941768,55258500
2020-08-07,5206.2998046875,5294.756354767142,5189.450938005663,5277.907488085305,43621000
2020-08-10,5155.75390625,5223.149382148693,5143.117254518996,5206.30051317402,37774500
2020-08-11,5202.08740234375,5223.148484944332,5164.177453662703,5172.601886702935,38795500
2020-08-12,5273.69580078125,5273.69580078125,5189.451458915734,5202.088110195562,35612000
2020-08-13,5307.3935546875,5307.3935546875,5206.3003441220235,5273.695817832341,48581000
2020-08-14,5395.85009765625,5395.85009765625,5256.8469335480095,5307.393538678279,57316000
2020-08-18,5357.93994140625,5412.698761562132,5307.393338185437,5395.849893821861,81563500
2020-08-19,5332.666015625,5400.061478697669,5315.817149856833,5357.939314277251,58793500
2020-08-24,5320.0302734375,5374.789096521179,5290.544753315518,5341.091359238915,66882500
2020-08-25,5362.15234375,5374.788994992145,5311.605738781422,5324.242390023566,49211000
2020-08-26,5341.09130859375,5383.213479797171,5311.605788751356,5379.001262676829,42983000
2020-08-27,5560.12646484375,5560.12646484375,5341.091179865057,5362.1522649591625,68326000
2020-08-28,5471.669921875,5560.126479503464,5412.698883456024,5526.428743264049,52292500
2020-08-31,5286.3330078125,5509.580537226096,5286.3330078125,5475.8827969372505,97032000
2020-09-01,5492.73095703125,5492.73095703125,5256.8468055023,5290.544541435007,67446000
2020-09-02,5421.12255859375,5526.427969599845,5362.151528430337,5492.730238077895,66065000
2020-09-03,5475.88232421875,5475.88232421875,5307.393637319712,5446.396804011419,68208500
2020-09-04,5374.7890625,5433.76010237069,5277.908068426725,5433.76010237069,80613500
2020-09-07,5294.75732421875,5357.940585844272,5223.149627709825,5336.879498635765,64249500
2020-09-08,5336.87841796875,5357.939500912589,5294.7562520810725,5294.7562520810725,39649000
2020-09-09,5261.05908203125,5324.242337620096,5231.573562756455,5307.393469463071,49285000
2020-09-10,4894.5966796875,5239.9985107842085,4894.5966796875,5239.9985107842085,175735000
2020-09-11,4974.62841796875,5033.599457639844,4734.5320421650085,4886.1718584621085,403032500
2020-09-14,5096.78271484375,5151.541537399922,5042.023892287578,5054.660543646694,138115000
2020-09-15,4936.71875,5138.905183447099,4936.71875,5088.358575085324,170087000
2020-09-16,4844.04931640625,4945.14251953125,4839.837099609375,4936.7180859375,158565500
2020-09-17,4848.26123046875,4932.505561145878,4772.441332859335,4844.049013934894,138796000
2020-09-18,4742.9560546875,4831.412606329096,4692.409453749445,4801.927089115231,316912000
2020-09-21,4721.89501953125,4831.412656023501,4713.470585954923,4751.380537048394,112443000
2020-09-22,4591.31640625,4688.197394638762,4574.467538704129,4650.28744266055,163442500
2020-09-23,4637.650390625,4705.04585497559,4570.25492627441,4591.3160088839695,100517000
2020-09-24,4587.10498046875,4662.9248975012915,4540.770586726641,4574.468327629993,88618500
2020-09-25,4726.107421875,4738.744072735628,4599.740913268716,4616.589781082887,100705000
2020-09-28,4646.07470703125,4797.714498013231,4633.4380577827515,4759.804550267736,93522000
2020-09-29,4637.650390625,4747.168020194709,4599.740441927793,4696.621421931767,117778500
2020-09-30,4566.04296875,4688.197254814345,4566.04296875,4688.197254814345,107377000
2020-10-01,4692.40966796875,4692.40966796875,4616.589763100314,4620.8019800374495,56893000
2020-10-02,4637.650390625,4688.196988887943,4582.891575840145,4683.984772366031,66848000
2020-10-05,4650.28759765625,4683.98533387115,4599.7409933338995,4646.075380629388,58291000
2020-10-06,4801.92724609375,4814.563896741365,4717.682908442983,4742.956209738212,141955500
2020-10-07,4848.26123046875,4848.26123046875,4700.833651783775,4717.682517919201,89937500
2020-10-08,4869.322265625,4886.171131596021,4810.351234726428,4877.74669861051,77384500
2020-10-09,4865.11083984375,4865.11083984375,4818.776450892858,4844.049753956981,54250500
2020-10-12,4932.50634765625,4949.355216478304,4911.445261628683,4919.869696039709,82918500
2020-10-13,4932.50634765625,4936.718564861763,4860.898655162521,4919.869696039709,48250500
2020-10-14,4970.416015625,4970.416015625,4894.596110301907,4919.869412076271,83117500
2020-10-15,4873.53466796875,4953.5667843831025,4852.473584701815,4949.354567729715,82067000
2020-10-16,4852.4736328125,4877.746932983398,4827.200332641602,4873.534716288249,89051500
2020-10-19,4970.416015625,4970.416015625,4810.351771054025,4844.049506753178,56871500
2020-10-20,4890.3837890625,4953.567042151163,4873.53492157219,4953.567042151163,74995500
2020-10-21,4869.322265625,4940.929946001838,4827.200100697448,4936.717729509083,77944000
2020-10-22,4886.17236328125,4886.17236328125,4806.140229744747,4835.625752626616,96872500
2020-10-23,4860.89794921875,4919.868981531628,4844.049082843641,4919.868981531628,66328000
2020-10-26,4898.8095703125,4915.658442437392,4822.989645750484,4822.989645750484,70452500
2020-10-27,4877.74755859375,4911.445296476953,4848.262037945947,4898.808644770753,89482000
2020-11-02,4903.02001953125,4907.232236042874,4818.7756892987545,4852.473421391753,151006500
2020-11-03,4961.9921875,4966.2044049766555,4915.657795256791,4919.870012733447,78152000
2020-11-04,4903.02001953125,5004.113215810245,4873.534503949876,4970.415483717246,78626000
2020-11-05,5181.02734375,5206.3006478658535,4970.416476117886,4970.416476117886,161090000
2020-11-06,5307.3935546875,5307.3935546875,5105.207133556547,5189.4514756944445,137303500
2020-11-09,5294.75732421875,5391.638325377884,5235.786280034929,5307.3939765438545,82739500
2020-11-10,5459.0341796875,5560.127405237268,5374.789825062692,5387.426478256413,191073500
2020-11-11,5509.57958984375,5530.640673902786,5459.032988102064,5509.57958984375,131383500
2020-11-12,5408.486328125,5471.669579621787,5395.849677825643,5400.061894592095,83082500
2020-11-13,5383.21337890625,5433.7599834030225,5324.242340326682,5408.486681154636,82374500
2020-11-16,5459.0341796875,5463.24639741874,5379.002042793933,5463.24639741874,54905000
2020-11-17,5518.00439453125,5530.641045816436,5467.457789390506,5475.88222358063,119784000
2020-11-18,5534.853515625,5539.065732912386,5509.580211900685,5518.004646475457,99789000
2020-11-19,5572.76416015625,5593.825249196901,5488.519803993646,5492.732021801776,147346500
2020-11-20,5560.12646484375,5602.2486350319605,5518.0042946555395,5593.824200994319,68468500
2020-11-23,5560.12646484375,5568.550898881393,5518.0042946555395,5560.12646484375,75265500
2020-11-24,5530.64013671875,5560.12565153751,5513.79127110803,5560.12565153751,72349500
2020-11-25,5400.06201171875,5547.489601742273,5374.78871057186,5543.277384884458,170140500
2020-11-26,5459.0341796875,5467.458615149981,5307.394341362847,5349.51651867525,64339000
2020-11-27,5379.0009765625,5467.457531384593,5374.788759666209,5459.033097592012,87361500
2020-11-30,5227.36083984375,5391.637288477034,5168.389807001033,5379.000638582166,393091500
2020-12-01,5387.42578125,5421.123518740227,5239.998179730258,5239.998179730258,114563500
2020-12-02,5433.76025390625,5463.245774663881,5341.091474382268,5442.18468840843,93897500
2020-12-03,5442.18408203125,5496.9429001941035,5412.698564558945,5475.881816285314,98210000
2020-12-04,5383.21337890625,5446.396634527216,5357.940076657864,5442.184417485818,64995500
2020-12-07,5492.73095703125,5543.277560930311,5459.0332210985425,5475.882089064896,96636000
2020-12-08,5467.4580078125,5492.731311392527,5412.699183389108,5492.731311392527,70561500
2020-12-10,5555.84423828125,5576.96912131654,5526.269402031844,5568.5191681024235,151420500
2020-12-11,5691.0439453125,5729.068737820156,5572.744590844237,5576.969567789532,214160000
2020-12-14,5762.86865234375,5771.318606379445,5741.743767254513,5745.968744272361,179785500
2020-12-15,5737.51806640625,5830.467549072625,5581.193936467346,5771.317878284932,164024500
2020-12-16,5872.71728515625,5872.71728515625,5779.767802945144,5796.667708801709,138674000
2020-12-17,5860.04296875,5914.9676685292,5762.868499909877,5885.3928301865535,91920000
2020-12-18,5745.96875,5860.043129595588,5707.94395680147,5860.043129595588,147238500
2020-12-21,5771.318359375,5822.01808141929,5745.968498352855,5822.01808141929,93692500
2020-12-22,5674.14306640625,5762.86756707232,5669.918090184056,5695.267947517219,61790500
2020-12-23,5682.59423828125,5834.693414919261,5593.869718575744,5834.693414919261,76948000
2020-12-28,5729.068359375,5762.868172704646,5627.668919386062,5737.5183127074115,60234000
2020-12-29,5716.392578125,5754.4173624584255,5695.267697939763,5724.842530199095,34212500
2020-12-30,5720.61865234375,5745.968513432423,5661.468976470181,5745.968513432423,52675500
2021-01-04,5775.54296875,5792.442875022861,5678.368507681053,5745.968132772495,47937000
2021-01-05,5991.01708984375,5991.01708984375,5788.218203868785,5796.668157451075,104831000
2021-01-06,5868.4921875,5978.341573299136,5813.567494600432,5957.216691414687,89753500
2021-01-07,5885.392578125,5957.21718245244,5838.91783414842,5914.967415201005,71360000
2021-01-08,5957.2177734375,5982.567636303192,5893.843116273271,5944.542842004655,75033500
2021-01-11,6206.490234375,6219.165163376446,6037.491181022378,6041.716157356194,169034500
2021-01-12,6050.16650390625,6236.065474696666,6050.16650390625,6206.490638434554,95235000
2021-01-13,6016.36669921875,6147.340974271967,5974.116933072551,6121.991114584248,76581500
2021-01-14,5931.8671875,5991.016860309829,5910.742304353632,5957.217047275641,89319500
2021-01-15,5876.94287109375,5999.467201260334,5779.768402340941,5995.242224358038,89853500
2021-01-18,6016.36669921875,6020.59167583337,5783.992985414655,5876.942470936293,86343000
2021-01-19,5995.24169921875,6016.366581879845,5919.192121638808,6016.366581879845,73777000
2021-01-20,5995.24169921875,6164.2407605075105,5974.1168165576555,6054.391370669816,107216000
2021-01-21,5978.34130859375,6168.465237135601,5965.666380024293,6151.565332376325,66428000
2021-01-22,5982.56689453125,6050.166520458157,5978.341917910818,5978.341917910818,80829000
2021-01-25,5944.5419921875,6083.966218017057,5914.967156405472,6083.966218017057,76836500
2021-01-26,5762.86865234375,5914.967824986254,5762.86865234375,5876.943031825627,98658000
2021-01-27,5737.51806640625,5855.817407981636,5665.693466164051,5762.867925315261,97920000
2021-01-28,5830.4677734375,5851.592656674592,5737.518287194293,5737.518287194293,104627000
2021-01-29,5712.16845703125,5914.967337162537,5712.16845703125,5830.467803774501,132762500
2021-02-01,5762.86865234375,5847.368192700696,5572.74468654062,5712.168928129582,113129000
2021-02-02,5745.96875,5898.067922794117,5745.96875,5885.392991727941,86741000
2021-02-03,5767.0927734375,5914.966947115384,5767.0927734375,5914.966947115384,67291000
2021-02-04,5792.44287109375,5914.967191488877,5775.542964832353,5847.367566443289,80950500
2021-02-05,5843.14306640625,5872.7179047756235,5792.443343487324,5805.118274217055,51602000
2021-02-08,5847.3671875,5961.441547371749,5813.56737716763,5957.216571080203,45604000
2021-02-09,5898.0673828125,5940.317149165025,5876.942499636237,5914.96728935351,75574000
2021-02-10,5847.3671875,5957.216571080203,5830.467282333815,5957.216571080203,44984500
2021-02-11,5813.56787109375,5902.2923807543375,5779.768057889716,5902.2923807543375,36926000
2021-02-15,5745.96875,5822.018336397059,5678.369117647058,5771.318612132352,83922000
2021-02-16,5864.26708984375,5868.492066133263,5771.317611474468,5813.567374369596,47221000
2021-02-17,5830.4677734375,5881.167493206522,5788.218006963315,5822.0178201426625,66011500
2021-02-18,5691.0439453125,5830.468184507238,5691.0439453125,5788.218415054287,91204000
2021-02-19,5767.0927734375,5788.217655391483,5712.168080357143,5729.067985920329,70487500
2021-02-22,5737.51806640625,5864.267360951307,5737.51806640625,5830.467549072625,68913000
2021-02-23,5767.0927734375,5783.992679000687,5724.8430095295325,5762.867797046703,58360000
2021-02-24,5682.59423828125,5775.54373511559,5682.59423828125,5767.093780857923,71869000
2021-02-25,5665.6943359375,5720.619038672166,5644.569450270321,5695.269175871551,78688000
2021-02-26,5669.91845703125,5754.417986942297,5614.99376258907,5665.693480535698,173631500
2021-03-01,5952.99169921875,5952.99169921875,5745.967857301278,5771.317715495254,205539000
2021-03-02,5927.64208984375,6050.166409591055,5914.967160214718,6016.366597246971,81446500
2021-03-03,5914.9677734375,5986.792382114955,5914.9677734375,5969.892474190848,84470000
2021-03-04,5678.36865234375,5914.967346191406,5678.36865234375,5834.692789350237,120802500
2021-03-05,5745.96875,5851.59317555147,5678.369117647058,5678.369117647058,111871500
2021-03-08,5678.36865234375,5872.717579432896,5678.36865234375,5872.717579432896,90883000
2021-03-09,5581.1943359375,5674.143825256671,5576.969359150265,5661.468894894966,135582000
2021-03-10,5665.6943359375,5678.369267337807,5593.86972466909,5678.369267337807,50302000
2021-03-12,5716.392578125,5813.567026977088,5674.142817754527,5809.34205094004,74328000
2021-03-15,5631.89404296875,5762.86832303779,5631.89404296875,5758.6433462613695,57416000
2021-03-16,5598.09375,5669.918349056604,5593.868773584906,5669.918349056604,70755500
2021-03-17,5585.4189453125,5631.893686914948,5581.193968803186,5619.218757387008,71474500
2021-03-18,5665.6943359375,5678.369267337807,5585.419770402218,5593.86972466909,70067500
2021-03-19,5712.16845703125,5720.618410370053,5598.094086957401,5720.618410370053,125853000
2021-03-22,5593.86865234375,5644.56836822602,5585.418699696705,5610.76855763784,67523500
2021-03-23,5547.39501953125,5678.369311690784,5538.945065198376,5678.369311690784,127762500
2021-03-24,5441.7705078125,5534.720004063956,5424.870599403144,5505.145164347584,152050000
2021-03-25,5382.62060546875,5441.770282451923,5348.820790049794,5407.970467032967,119101500
2021-03-26,5420.64501953125,5445.9948793264075,5323.470556983145,5382.620229838513,134467500
2021-03-29,5374.169921875,5505.1441888389345,5374.169921875,5416.419685411753,113370500
2021-03-30,5403.7451171875,5454.444836817093,5382.620234008503,5382.620234008503,83115500
2021-03-31,5251.64599609375,5403.745156077157,5192.4963227668695,5399.520179410951,223390500
2021-04-01,5260.09521484375,5298.119999529367,5200.945549777234,5251.645262691391,112286000
2021-04-05,5200.94580078125,5315.020160343471,5200.94580078125,5281.220350102813,73311500
2021-04-06,5209.396484375,5213.621461247973,5137.571877534469,5184.046623137166,80215000
2021-04-07,5281.220703125,5302.3455859375,5184.0462421875,5200.946148437501,107908000
2021-04-08,5256.71435546875,5325.261567928001,5248.145953911344,5312.408965591891,123697500
2021-04-09,5312.41015625,5415.230997983871,5265.283937121975,5410.94679624496,116961000
2021-04-12,5196.73583984375,5393.809086861733,5192.451638821621,5393.809086861733,110411500
2021-04-13,5141.0419921875,5192.452412109375,5123.905185546875,5183.884008789062,119211500
2021-04-14,5402.3779296875,5402.3779296875,5192.452062475218,5231.009874820331,135519500
2021-04-15,5380.95751953125,5406.6627306118135,5295.273482596039,5402.378528765053,102686500
2021-04-16,5376.67333984375,5458.073175267679,5325.262917470742,5458.073175267679,79293500
2021-04-19,5372.388671875,5380.9570748604465,5338.115059933213,5376.672873367723,47095000
2021-04-20,5342.39892578125,5355.251529451934,5299.556913545634,5312.40951721632,72721000
2021-04-21,5282.4208984375,5333.831320806721,5282.4208984375,5312.410311486213,68397000
2021-04-22,5325.26220703125,5376.6726225456305,5295.272797981194,5312.409603152655,63758000
2021-04-23,5475.20947265625,5479.4936741215515,5333.830824301276,5380.9570404196,108498500
2021-04-26,5385.2412109375,5483.77784407319,5380.957009496818,5479.493642632508,108742000
2021-04-27,5488.0615234375,5513.766729636271,5445.219513106216,5458.072116205601,132650000
2021-04-28,5415.23095703125,5488.062386041955,5410.946755324738,5483.778184335442,87660000
2021-04-29,5492.34619140625,5535.188205379778,5449.504177432723,5535.188205379778,57355000
2021-04-30,5488.0615234375,5526.619332735656,5466.640518271858,5526.619332735656,65829500
