Date,Kurs
2020-08-03,14593.0
2020-08-04,14540.9208984375
2020-08-05,14720.0
2020-08-06,14307.642578125
2020-08-07,14568.45703125
2020-08-10,14618.0
2020-08-11,14823.7998046875
2020-08-12,14858.5
2020-08-13,14670.8095703125
2020-08-14,14673.4970703125
2020-08-17,14788.0
2020-08-18,14969.400390625
2020-08-19,14598.072265625
2020-08-20,14694.197265625
2020-08-21,14543.412109375
2020-08-24,14764.0
2020-08-25,14629.400390625
2020-08-26,14607.7001953125
2020-08-27,14447.3828125
2020-08-28,14446.00390625
2020-08-31,14618.0
2020-09-01,14599.7001953125
2020-09-02,14818.599609375
2020-09-03,14565.1474609375
2020-09-04,14545.9873046875
2020-09-07,14741.0
2020-09-08,14795.0
2020-09-09,14915.2001953125
2020-09-10,14874.2001953125
2020-09-11,14857.470703125
2020-09-14,14883.0
2020-09-15,14983.5
2020-09-16,14869.599609375
2020-09-17,14812.5869140625
2020-09-18,14788.0
2020-09-21,14728.0
2020-09-22,14839.2001953125
2020-09-23,14742.5859375
2020-09-24,14803.9853515625
2020-09-25,14839.578125
2020-09-28,14863.0
2020-09-29,14893.599609375
2020-09-30,14910.0
2020-10-01,14879.0
2020-10-02,14817.55859375
2020-10-05,14853.0
2020-10-06,14780.1826171875
2020-10-07,14773.0
2020-10-08,14715.5
2020-10-09,14676.99609375
2020-10-12,14693.0
2020-10-13,14484.9921875
2020-10-14,14793.0
2020-10-15,14681.462890625
2020-10-16,14652.5
2020-10-19,14693.0
2020-10-20,14708.0
2020-10-21,14688.0
2020-10-22,14639.775390625
2020-10-23,14639.8525390625
2020-10-26,14642.7822265625
2020-10-27,14724.2001953125
2020-10-28,14653.2744140625
2020-10-29,14777.2001953125
2020-10-30,14818.0
2020-11-02,14586.169921875
2020-11-03,14603.9580078125
2020-11-04,14540.892578125
2020-11-05,14360.0
2020-11-06,14256.0
2020-11-09,14198.671875
2020-11-10,14256.3603515625
2020-11-11,14041.544921875
2020-11-12,13878.9892578125
2020-11-13,14133.4912109375
2020-11-16,14135.5595703125
2020-11-17,14089.2001953125
2020-11-18,14026.451171875
2020-11-19,14110.2001953125
2020-11-20,14189.900390625
2020-11-23,14150.9912109375
2020-11-24,14164.60546875
2020-11-25,14121.7998046875
2020-11-26,14127.470703125
2020-11-27,13897.6689453125
2020-11-30,14061.64453125
2020-12-01,14094.935546875
2020-12-02,14175.0
2020-12-03,14076.419921875
2020-12-04,14092.798828125
2020-12-07,14076.490234375
2020-12-08,14143.0
2020-12-09,14083.0107421875
2020-12-10,14150.0
2020-12-11,14082.5927734375
2020-12-14,14069.1572265625
2020-12-15,14221.900390625
2020-12-16,14190.0
2020-12-17,14070.537109375
2020-12-18,14083.8505859375
2020-12-21,14068.9375
2020-12-22,14100.7314453125
2020-12-23,14324.2001953125
2020-12-24,14146.9013671875
2020-12-25,14148.6435546875
2020-12-28,13911.1435546875
2020-12-29,14126.1201171875
2020-12-30,14069.9091796875
2020-12-31,13832.5595703125
2021-01-01,13932.3740234375
2021-01-04,14022.5009765625
2021-01-05,13931.400390625
2021-01-06,13930.0
2021-01-07,13951.5
2021-01-08,13892.9775390625
2021-01-11,13861.392578125
2021-01-12,14088.7353515625
2021-01-13,14031.078125
2021-01-14,14166.0
2021-01-15,14063.1474609375
2021-01-18,13880.779296875
2021-01-19,14100.7998046875
2021-01-20,14122.0
2021-01-21,14037.2001953125
2021-01-22,13960.76171875
2021-01-25,14012.8955078125
2021-01-26,14148.5
2021-01-27,14142.0
2021-01-28,14195.0
2021-01-29,13854.8642578125
2021-02-01,13828.13671875
2021-02-02,14118.5
2021-02-03,13995.53515625
2021-02-04,13983.9521484375
2021-02-05,14010.4736328125
2021-02-08,14001.103515625
2021-02-09,13990.4599609375
2021-02-10,13989.1884765625
2021-02-11,14027.0
2021-02-12,13976.240234375
2021-02-15,13966.0
2021-02-16,13907.0
2021-02-17,14039.2001953125
2021-02-18,14007.474609375
2021-02-19,13998.1982421875
2021-02-22,13898.4169921875
2021-02-23,14107.6962890625
2021-02-24,14081.6171875
2021-02-25,14097.7998046875
2021-02-26,13968.185546875
2021-03-01,14110.5849609375
2021-03-02,14245.6201171875
2021-03-03,14239.181640625
2021-03-04,14349.0
2021-03-05,14268.8798828125
2021-03-08,14287.392578125
2021-03-09,14344.4755859375
2021-03-10,14393.0
2021-03-11,14398.0
2021-03-12,14283.900390625
2021-03-15,14385.208984375
2021-03-16,14464.0
2021-03-17,14427.5
2021-03-18,14403.0
2021-03-19,14431.0
2021-03-22,14372.2001953125
2021-03-23,14375.7998046875
2021-03-24,14505.5
2021-03-25,14460.0
2021-03-26,14456.400390625
2021-03-29,14411.0
2021-03-30,14511.7001953125
2021-03-31,14605.0
2021-04-01,14606.0
2021-04-02,14553.0
2021-04-05,14518.0
2021-04-06,14529.2001953125
2021-04-07,14460.2998046875
2021-04-08,14641.0
2021-04-09,14660.7001953125
2021-04-12,14558.0
2021-04-13,14611.900390625
2021-04-14,14621.099609375
2021-04-15,14673.7998046875
2021-04-16,14616.0
2021-04-19,14558.0
2021-04-20,14570.0
2021-04-21,14543.2001953125
2021-04-22,14564.2001953125
2021-04-23,14606.599609375
2021-04-26,14518.0
2021-04-27,14459.599609375
2021-04-28,14516.400390625
2021-04-29,14519.0
2021-04-30,14439.7001953125
2021-05-03,14438.0
2021-05-04,14399.099609375
2021-05-05,14482.5
2021-05-06,14399.5
2021-05-07,14283.7998046875
2021-05-10,14278.0
2021-05-11,14189.599609375
2021-05-12,14220.0
2021-05-13,14347.0
2021-05-14,14300.2998046875
2021-05-17,14191.0
2021-05-18,14344.5
2021-05-19,14362.2998046875
2021-05-20,14389.7001953125
2021-05-21,14397.2998046875
2021-05-24,14348.0
2021-05-25,14365.0
2021-05-26,14371.400390625
2021-05-27,14310.0
2021-05-28,14318.0
2021-05-31,14278.0
2021-06-01,14247.5
2021-06-02,14251.5
2021-06-03,14290.7001953125
2021-06-04,14360.0
2021-06-07,14288.0
2021-06-08,14246.5
2021-06-09,14281.0
2021-06-10,14300.0
2021-06-11,14248.5
2021-06-14,14182.0
2021-06-15,14267.5
2021-06-16,14280.2998046875
2021-06-17,14466.5
2021-06-18,14554.7001953125
2021-06-21,14368.0
2021-06-22,14388.7998046875
2021-06-23,14495.0
2021-06-24,14413.2998046875
2021-06-25,14511.2001953125
2021-06-28,14418.0
2021-06-29,14525.0
2021-06-30,14629.099609375
2021-07-01,14601.599609375
2021-07-02,14581.400390625
2021-07-05,14526.0
2021-07-06,14495.0
2021-07-07,14568.7001953125
2021-07-08,14569.2001953125
2021-07-09,14618.7001953125
2021-07-12,14521.0
2021-07-13,14558.5
2021-07-14,14542.099609375
2021-07-15,14473.0
2021-07-16,14563.0
2021-07-19,14491.0
2021-07-20,14664.5
2021-07-21,14620.0
2021-07-22,14536.0
2021-07-23,14548.7001953125
2021-07-26,14486.0
2021-07-27,14523.5
2021-07-28,14554.0
2021-07-29,14462.599609375
2021-07-30,14450.0
2021-08-02,14456.0
2021-08-03,14397.400390625
2021-08-04,14349.5
2021-08-05,14338.599609375
2021-08-06,14385.5
2021-08-09,14346.0
2021-08-10,14402.099609375
2021-08-11,14393.099609375
2021-08-12,14395.0
2021-08-13,14341.0
2021-08-16,14381.0
2021-08-17,14363.0
2021-08-18,14425.099609375
2021-08-19,14454.2001953125
2021-08-20,14493.400390625
2021-08-23,14446.0
2021-08-24,14430.0
2021-08-25,14448.7001953125
2021-08-26,14465.7001953125
2021-08-27,14449.2998046875
2021-08-30,14411.0
2021-08-31,14362.0
2021-09-01,14246.5
2021-09-02,14269.2001953125
2021-09-03,14245.5
2021-09-06,14256.0
2021-09-07,14231.400390625
2021-09-08,14279.2001953125
2021-09-09,14326.400390625
2021-09-10,14258.7998046875
2021-09-13,14196.0
2021-09-14,14291.599609375
2021-09-15,14249.7001953125
2021-09-16,14264.5
2021-09-17,14283.900390625
2021-09-20,14221.0
2021-09-21,14320.5
2021-09-22,14237.5
2021-09-23,14279.2001953125
2021-09-24,14286.5
2021-09-27,14251.0
2021-09-28,14242.5
2021-09-29,14318.599609375
2021-09-30,14385.0
2021-10-01,14328.599609375
2021-10-04,14301.0
2021-10-05,14300.5
2021-10-06,14246.0
2021-10-07,14232.400390625
2021-10-08,14170.7998046875
2021-10-11,14216.0
2021-10-12,14194.0
2021-10-13,14221.2001953125
2021-10-14,14219.7001953125
2021-10-15,14078.5
2021-10-18,14067.0
2021-10-19,14157.2001953125
2021-10-20,14116.7998046875
2021-10-21,14119.7998046875
2021-10-22,14175.0
2021-10-25,14116.0
2021-10-26,14193.5
2021-10-27,14175.7001953125
2021-10-28,14217.099609375
2021-10-29,14229.0
2021-11-01,14228.5
2021-11-02,14276.599609375
2021-11-03,14289.900390625
2021-11-04,14366.0
2021-11-05,14414.0
2021-11-08,14319.7998046875
2021-11-09,14252.0
2021-11-10,14290.0
2021-11-11,14302.400390625
2021-11-12,14261.7001953125
2021-11-15,14186.7001953125
2021-11-16,14185.400390625
2021-11-17,14274.2001953125
2021-11-18,14223.7998046875
2021-11-19,14204.7001953125
2021-11-22,14265.099609375
2021-11-23,14259.599609375
2021-11-24,14272.5
2021-11-25,14303.400390625
2021-11-26,14320.0
2021-11-29,14408.2001953125
2021-11-30,14377.0
2021-12-01,14333.0
2021-12-02,14376.0
2021-12-03,14443.7998046875
2021-12-06,14514.0
2021-12-07,14490.0
2021-12-08,14393.2998046875
2021-12-09,14335.0
2021-12-10,14297.400390625
2021-12-13,14351.900390625
2021-12-14,14324.7001953125
2021-12-15,14342.5
2021-12-16,14297.5
2021-12-17,14380.0
2021-12-20,14385.7001953125
2021-12-21,14388.7001953125
2021-12-22,14263.900390625
2021-12-23,14193.7998046875
2021-12-24,14167.7998046875
2021-12-27,14189.2998046875
2021-12-28,14220.0
2021-12-29,14238.2001953125
2021-12-30,14237.0
2021-12-31,14285.2001953125
2022-01-03,14215.0
2022-01-04,14283.599609375
2022-01-05,14385.5
2022-01-06,14446.5
2022-01-07,14408.0
2022-01-10,14318.5
2022-01-11,14313.0
2022-01-12,14277.0
2022-01-13,14298.900390625
2022-01-14,14276.0
2022-01-17,14314.5
2022-01-18,14349.7001953125
2022-01-19,14382.2998046875
2022-01-20,14362.7998046875
2022-01-21,14343.0
2022-01-24,14329.7001953125
2022-01-25,14365.0
2022-01-26,14330.5
2022-01-27,14366.400390625
2022-01-28,14389.2001953125
2022-01-31,14381.599609375
2022-02-01,14350.0
2022-02-02,14322.2998046875
2022-02-03,14363.7998046875
2022-02-04,14377.0
2022-02-07,14400.400390625
2022-02-08,14405.599609375
2022-02-09,14379.5
2022-02-10,14334.2001953125
2022-02-11,14328.0
2022-02-14,14344.7001953125
2022-02-15,14303.0
2022-02-16,14260.599609375
2022-02-17,14274.400390625
2022-02-18,14348.0
2022-02-21,14365.900390625
2022-02-22,14355.0
2022-02-23,14395.0
2022-02-24,14365.0
2022-02-25,14452.5
2022-02-28,14334.2001953125
2022-03-01,14360.0
2022-03-02,14425.0
2022-03-03,14387.5
2022-03-04,14358.400390625
2022-03-07,14381.7001953125
2022-03-08,14406.400390625
2022-03-09,14362.7001953125
2022-03-10,14251.0
2022-03-11,14275.0
2022-03-14,14325.5
2022-03-15,14347.5
2022-03-16,14305.2998046875
2022-03-17,14263.5
2022-03-18,14326.0
2022-03-21,14342.2998046875
2022-03-22,14345.0
2022-03-23,14345.5
2022-03-24,14389.0
2022-03-25,14337.099609375
2022-03-28,14334.0
2022-03-29,14373.0
2022-03-30,14334.0
2022-03-31,14327.5
2022-04-01,14351.0
2022-04-04,14361.0
2022-04-05,14322.2998046875
2022-04-06,14365.5
2022-04-07,14382.0
2022-04-08,14385.0
2022-04-11,14355.0
2022-04-12,14360.7001953125
2022-04-13,14364.2001953125
2022-04-14,14360.2001953125
2022-04-15,14383.900390625
2022-04-18,14337.0
2022-04-19,14353.7998046875
2022-04-20,14364.900390625
2022-04-21,14351.0
2022-04-22,14382.0
2022-04-25,14350.0
2022-04-26,14478.0
2022-04-27,14466.0
2022-04-28,14447.5
2022-04-29,14502.0
2022-05-02,14490.0
2022-05-03,14522.599609375
2022-05-04,14491.0
2022-05-05,14425.0
2022-05-06,14458.7001953125
2022-05-09,14490.0
2022-05-10,14552.2001953125
2022-05-11,14520.7998046875
2022-05-12,14543.400390625
2022-05-13,14632.099609375
2022-05-16,14606.0
2022-05-17,14645.0
2022-05-18,14630.599609375
2022-05-19,14740.0
2022-05-20,14626.7998046875
2022-05-23,14645.0
2022-05-24,14619.2001953125
2022-05-25,14635.7998046875
2022-05-26,14597.0
2022-05-27,14584.2001953125
2022-05-30,14570.0
2022-05-31,14538.400390625
2022-06-01,14543.900390625
2022-06-02,14531.5
2022-06-03,14426.7998046875
2022-06-06,14431.0
2022-06-07,14435.2001953125
2022-06-08,14458.7998046875
2022-06-09,14495.2998046875
2022-06-10,14611.7998046875
2022-06-13,14546.0
2022-06-14,14795.0
2022-06-15,14740.7998046875
2022-06-16,14681.0
2022-06-17,14776.099609375
2022-06-20,14816.0
2022-06-21,14827.7001953125
2022-06-22,14831.7001953125
2022-06-23,14843.0
2022-06-24,14841.7998046875
2022-06-27,14841.0
2022-06-28,14791.0
2022-06-29,14857.0
2022-06-30,14877.0
2022-07-01,14921.900390625
2022-07-04,14931.0
2022-07-05,15008.0
2022-07-06,15037.0
2022-07-07,15010.0
2022-07-08,14964.599609375
2022-07-11,14970.0
2022-07-12,14989.099609375
2022-07-13,15010.0
2022-07-14,15030.400390625
2022-07-15,15037.099609375
2022-07-18,14986.0
2022-07-19,14977.0
2022-07-20,14960.7998046875
2022-07-21,15022.0
2022-07-22,15004.2001953125
2022-07-25,15011.0
2022-07-26,14978.0
2022-07-27,14982.7998046875
2022-07-28,14914.2001953125
2022-07-29,14849.099609375
2022-08-01,14826.0
2022-08-02,14838.0
2022-08-03,14890.099609375
2022-08-04,14900.0
2022-08-05,14884.7001953125
2022-08-08,14886.0
2022-08-09,14831.2001953125
2022-08-10,14856.7001953125
2022-08-11,14756.900390625
2022-08-12,14724.2001953125
2022-08-15,14661.0
2022-08-16,14776.400390625
2022-08-17,14747.099609375
2022-08-18,14764.099609375
2022-08-19,14845.7001953125
2022-08-22,14831.0
2022-08-23,14933.5
2022-08-24,14850.0
2022-08-25,14845.0
2022-08-26,14773.0
2022-08-29,14811.0
2022-08-30,14895.0
2022-08-31,14850.0
2022-09-01,14855.0
2022-09-02,14902.099609375
2022-09-05,14890.0
2022-09-06,14882.2998046875
2022-09-07,14904.0
2022-09-08,14865.2998046875
2022-09-09,14892.2998046875
2022-09-12,14823.0
2022-09-13,14858.7001953125
2022-09-14,14954.900390625
2022-09-15,14915.0
2022-09-16,14933.599609375
2022-09-19,14946.0
2022-09-20,14985.7998046875
2022-09-21,15008.599609375
2022-09-22,15019.0
2022-09-23,15026.599609375
2022-09-26,15031.0
2022-09-27,15204.0
2022-09-28,15167.2001953125
2022-09-29,15175.2998046875
2022-09-30,15175.2001953125
2022-10-03,15221.0
2022-10-04,15290.0
2022-10-05,15180.0
2022-10-06,15206.7001953125
2022-10-07,15215.7998046875
2022-10-10,15246.0
2022-10-11,15343.0
2022-10-12,15338.5
2022-10-13,15318.599609375
2022-10-14,15364.0
2022-10-17,15420.0
2022-10-18,15441.400390625
2022-10-19,15466.2001953125
2022-10-20,15620.0
2022-10-21,15562.0
2022-10-24,15626.0
2022-10-25,15586.5
2022-10-26,15549.0
2022-10-27,15502.7001953125
2022-10-28,15554.2001953125
2022-10-31,15549.2001953125
2022-11-01,15649.0
2022-11-02,15690.0
2022-11-03,15696.0
2022-11-04,15780.0
2022-11-07,15609.5
2022-11-08,15675.0
2022-11-09,15645.0
2022-11-10,15671.5
2022-11-11,15500.0
2022-11-14,15473.900390625
2022-11-15,15530.099609375
2022-11-16,15557.0
2022-11-17,15655.0
2022-11-18,15720.0
2022-11-21,15629.400390625
2022-11-22,15755.0
2022-11-23,15671.0
2022-11-24,15619.599609375
2022-11-25,15605.0
2022-11-28,15675.099609375
2022-11-29,15746.0
2022-11-30,15726.5
2022-12-01,15634.5
2022-12-02,15355.5
2022-12-05,15421.0
2022-12-06,15520.2998046875
2022-12-07,15623.0
2022-12-08,15596.0
2022-12-09,15590.0
2022-12-12,15582.0
2022-12-13,15676.2998046875
2022-12-14,15554.7001953125
2022-12-15,15481.0
2022-12-16,15626.0
2022-12-19,15615.900390625
2022-12-20,15567.5
2022-12-21,15556.0
2022-12-22,15513.0
2022-12-23,15563.0
2022-12-26,15565.900390625
2022-12-27,15607.0
2022-12-28,15617.5
2022-12-29,15789.0
2022-12-30,15620.0
2023-01-02,15508.7998046875
2023-01-03,15550.0
2023-01-04,15571.7998046875
2023-01-05,15560.0
2023-01-06,15620.0
2023-01-09,15602.2998046875
2023-01-10,15580.0
2023-01-11,15528.900390625
2023-01-12,15414.0
2023-01-13,15172.0
2023-01-16,15114.7998046875
2023-01-17,15082.0
2023-01-18,15162.0
2023-01-19,15096.0
2023-01-20,15141.0
2023-01-23,15055.900390625
2023-01-24,15007.0
2023-01-25,14955.5
2023-01-26,14938.7001953125
2023-01-27,14942.5
2023-01-30,14970.400390625
2023-01-31,14995.0
2023-02-01,14990.7001953125
2023-02-02,14855.0
2023-02-03,14881.0
2023-02-06,15078.7998046875
2023-02-07,15200.0
2023-02-08,15147.0
2023-02-09,15117.0
2023-02-10,15140.0
2023-02-13,15182.2001953125
2023-02-14,15211.0
2023-02-15,15179.0
2023-02-16,15210.0
2023-02-17,15142.0
2023-02-20,15159.0
2023-02-21,15162.5
2023-02-22,15233.0
2023-02-23,15192.0
2023-02-24,15210.0
2023-02-27,15257.7001953125
2023-02-28,15209.0
2023-03-01,15240.0
2023-03-02,15243.0
2023-03-03,15322.0
2023-03-06,15255.099609375
2023-03-07,15352.0
2023-03-08,15437.0
2023-03-09,15450.0
2023-03-10,15489.0
2023-03-13,15472.599609375
2023-03-14,15409.0
2023-03-15,15372.0
2023-03-16,15479.0
2023-03-17,15422.0
2023-03-20,15368.5
2023-03-21,15340.0
2023-03-22,15294.0
2023-03-23,15251.0
2023-03-24,15047.0
2023-03-27,15148.0
2023-03-28,15107.5
2023-03-29,15061.0
2023-03-30,15031.5
2023-03-31,15020.0
2023-04-03,14988.0
2023-04-04,14915.0
2023-04-05,14958.0
2023-04-06,14956.0
2023-04-07,14932.0
2023-04-10,14906.0
2023-04-11,14955.0
2023-04-12,14913.0
2023-04-13,14823.5
2023-04-14,14720.0
2023-04-17,14693.0
2023-04-18,14860.0
2023-04-19,14890.0
2023-04-20,15006.0
2023-04-21,14946.0
2023-04-24,14838.0
2023-04-25,14945.0
2023-04-26,14935.0
2023-04-27,14841.5
2023-04-28,14684.0
2023-05-01,14663.0
2023-05-02,14671.5
2023-05-03,14752.5
2023-05-04,14680.5
2023-05-05,14700.0
2023-05-08,14668.0
2023-05-09,14750.0
2023-05-10,14767.0
2023-05-11,14691.0
2023-05-12,14770.5
2023-05-15,14743.0
2023-05-16,14795.0
2023-05-17,14885.0
2023-05-18,14876.5
2023-05-19,14916.0
2023-05-22,14918.0
2023-05-23,14886.0
2023-05-24,14895.0
2023-05-25,14945.900390625
2023-05-26,14970.0
2023-05-29,14948.0
2023-05-30,14960.0
2023-05-31,14979.0
2023-06-01,14984.0
2023-06-02,14907.0
2023-06-05,14983.0
2023-06-06,14849.5
2023-06-07,14872.0
2023-06-08,14889.0
2023-06-09,14836.0
2023-06-12,14833.0
2023-06-13,14871.5
2023-06-14,14869.0
2023-06-15,14909.0
2023-06-16,14897.0
2023-06-19,14928.0
2023-06-20,15008.0
2023-06-21,15016.0
2023-06-22,14943.0
2023-06-23,14935.0
2023-06-26,14987.0
2023-06-27,15039.0
2023-06-28,14982.5
2023-06-29,14981.0
2023-06-30,15064.0
2023-07-03,14986.0
2023-07-04,15056.0
2023-07-05,15010.0
2023-07-06,15077.0
2023-07-07,15189.2998046875
2023-07-10,15128.0
2023-07-11,15216.0
2023-07-12,15156.7998046875
2023-07-13,14928.0
2023-07-14,14954.0
2023-07-17,14951.0
2023-07-18,14982.5
2023-07-19,14986.0
2023-07-20,14992.0
2023-07-21,15051.5
2023-07-24,15018.0
2023-07-25,15021.5
2023-07-26,15032.0
2023-07-27,15007.0
2023-07-28,15095.0
2023-07-31,15088.0
2023-08-01,15104.0
2023-08-02,15131.0
2023-08-03,15220.0
2023-08-04,15161.0
2023-08-07,15163.0
2023-08-08,15232.0
2023-08-09,15207.2001953125
2023-08-10,15207.0
2023-08-11,15259.0
2023-08-14,15317.0
2023-08-15,15347.0
2023-08-16,15311.5
2023-08-17,15362.0
2023-08-18,15362.5
2023-08-21,15278.0
2023-08-22,15318.900390625
2023-08-23,15317.0
2023-08-24,15294.099609375
2023-08-25,15239.0
2023-08-28,15288.0
2023-08-29,15255.5
2023-08-30,15196.5
2023-08-31,15216.0
2023-09-01,15231.0
2023-09-04,15233.0
2023-09-05,15227.0
2023-09-06,15298.0
2023-09-07,15336.0
2023-09-08,15342.0
2023-09-11,15318.0
2023-09-12,15339.099609375
2023-09-13,15350.2001953125
2023-09-14,15353.0
2023-09-15,15395.0
2023-09-18,15346.0
2023-09-19,15377.0
2023-09-20,15384.5
2023-09-21,15361.0
2023-09-22,15400.5
2023-09-25,15368.0
2023-09-26,15405.0
2023-09-27,15493.0
2023-09-28,15569.0
2023-09-29,15474.0
2023-10-02,15448.0
2023-10-03,15516.0
2023-10-04,15622.0
2023-10-05,15591.0
2023-10-06,15631.0
2023-10-09,15603.0
2023-10-10,15691.400390625
2023-10-11,15718.5
2023-10-12,15693.0
2023-10-13,15739.0
2023-10-16,15676.0
2023-10-17,15675.0
2023-10-18,15728.2001953125
2023-10-19,15807.0
2023-10-20,15856.0
2023-10-23,15868.0
2023-10-24,15874.0
2023-10-25,15868.0
2023-10-26,15877.5
2023-10-27,15920.0
2023-10-30,15903.5
2023-10-31,15843.0
2023-11-01,15748.7001953125
2023-11-02,15900.0
2023-11-03,15838.0
2023-11-06,15582.099609375
2023-11-07,15570.0
2023-11-08,15643.599609375
2023-11-09,15616.0
2023-11-10,15713.7001953125
2023-11-13,15683.0
2023-11-14,15667.0
2023-11-15,15281.0
2023-11-16,15487.7998046875
2023-11-17,15475.0
2023-11-20,15399.400390625
2023-11-21,15382.099609375
2023-11-22,15501.2998046875
2023-11-23,15612.7998046875
2023-11-24,15495.0
2023-11-27,15560.0
2023-11-28,15466.5
2023-11-29,15259.0
2023-11-30,15407.0
2023-12-01,15549.2998046875
2023-12-04,15437.400390625
2023-12-05,15519.900390625
2023-12-06,15457.0
2023-12-07,15480.0
2023-12-08,15500.0
2023-12-11,15560.2001953125
2023-12-12,15647.0
2023-12-13,15569.0
2023-12-14,15275.0
2023-12-15,15468.0
2023-12-18,15282.7998046875
2023-12-19,15454.400390625
2023-12-20,15455.0
2023-12-21,15518.0
2023-12-22,15440.0
2023-12-25,15409.2001953125
2023-12-26,15460.0
2023-12-27,15400.0
2023-12-28,15373.0
2023-12-29,15425.0
2024-01-01,15383.099609375
2024-01-02,15383.0
2024-01-03,15498.0
2024-01-04,15555.0
2024-01-05,15511.0
2024-01-08,15477.5
2024-01-09,15495.5
2024-01-10,15534.5
2024-01-11,15555.0
2024-01-12,15556.5
2024-01-15,15503.2001953125
2024-01-16,15546.0
2024-01-17,15625.0
2024-01-18,15624.0
2024-01-19,15613.099609375
2024-01-22,15601.0
2024-01-23,15655.5
2024-01-24,15715.0
2024-01-25,15714.5
2024-01-26,15808.0
2024-01-29,15767.599609375
2024-01-30,15828.0
2024-01-31,15785.0
2024-02-01,15769.0
2024-02-02,15726.0
